gender,,Time_spend,feel,,felt_left,avoid,affect,amount,pressure,experience,worry,MentalStressLevel,distracted,others,share,Anxious,Follow,interact,impact
Male,,More than 4 hours a day,Neutral,,Often,Often,,,,,,,,,,,,,Sometimes
Other,,More than 4 hours a day,Happy and relaxed,,Often,Often,,,,,,,,,,,,,Always
Other,,More than 4 hours a day,Depressed or sad,,Sometimes,Sometimes,,,,,,,,,,,,,Sometimes
Other,,1-2 hours a day,Neutral,,Often,Never,,,,,,,,,,,,,Often
Female,,More than 4 hours a day,Anxious or stressed,,Never,Sometimes,,,,,,,,,,,,,Sometimes
Female,,1-2 hours a day,Depressed or sad,,Never,Often,,,,,,,,,,,,,Often
Other,,More than 4 hours a day,Anxious or stressed,,Sometimes,Never,,,,,,,,,,,,,Always
Female,,More than 4 hours a day,Happy and relaxed,,Often,Never,,,,,,,,,,,,,Sometimes
Male,,More than 4 hours a day,Anxious or stressed,,Sometimes,Often,,,,,,,,,,,,,Often
Male,,Less than 1 hour a day,Happy and relaxed,,Sometimes,Never,,,,,,,,,,,,,Sometimes
Other,,3-4 hours a day,Depressed or sad,,Never,Never,,,,,,,,,,,,,Rarely
Male,,1-2 hours a day,Happy and relaxed,,Often,Sometimes,,,,,,,,,,,,,Always
Female,,More than 4 hours a day,Happy and relaxed,,Often,Never,,,,,,,,,,,,,Often
Other,,3-4 hours a day,Happy and relaxed,,Sometimes,Sometimes,,,,,,,,,,,,,Sometimes
Female,,3-4 hours a day,Depressed or sad,,Sometimes,Sometimes,,,,,,,,,,,,,Often
Male,,Less than 1 hour a day,Neutral,,Often,Often,,,,,,,,,,,,,Rarely
Male,,More than 4 hours a day,Happy and relaxed,,Often,Never,,,,,,,,,,,,,Often
Male,,1-2 hours a day,Depressed or sad,,Never,Never,,,,,,,,,,,,,Rarely
Other,,3-4 hours a day,Depressed or sad,,Sometimes,Often,,,,,,,,,,,,,Always
Male,,3-4 hours a day,Depressed or sad,,Never,Often,,,,,,,,,,,,,Never
Female,,3-4 hours a day,Happy and relaxed,,Never,Never,,,,,,,,,,,,,Rarely
Other,,3-4 hours a day,Depressed or sad,,Never,Often,,,,,,,,,,,,,Never
Male,,1-2 hours a day,Neutral,,Never,Never,,,,,,,,,,,,,Sometimes
Female,,Less than 1 hour a day,Anxious or stressed,,Sometimes,Sometimes,,,,,,,,,,,,,Rarely
Other,,1-2 hours a day,Neutral,,Sometimes,Never,,,,,,,,,,,,,Never
Male,,3-4 hours a day,Anxious or stressed,,Often,Sometimes,,,,,,,,,,,,,Always
Male,,1-2 hours a day,Anxious or stressed,,Never,Sometimes,,,,,,,,,,,,,Always
Male,,1-2 hours a day,Depressed or sad,,Never,Often,,,,,,,,,,,,,Sometimes
Male,,Less than 1 hour a day,Anxious or stressed,,Often,Often,,,,,,,,,,,,,Often
Female,,More than 4 hours a day,Happy and relaxed,,Sometimes,Often,,,,,,,,,,,,,Never
Other,,More than 4 hours a day,Anxious or stressed,,Never,Never,,,,,,,,,,,,,Often
Male,,Less than 1 hour a day,Happy and relaxed,,Sometimes,Often,,,,,,,,,,,,,Never
Other,,3-4 hours a day,Neutral,,Never,Often,,,,,,,,,,,,,Always
Male,,More than 4 hours a day,Neutral,,Never,Often,,,,,,,,,,,,,Rarely
Male,,1-2 hours a day,Depressed or sad,,Often,Often,,,,,,,,,,,,,Often
Male,,3-4 hours a day,Anxious or stressed,,Sometimes,Often,,,,,,,,,,,,,Never
Female,,Less than 1 hour a day,Neutral,,Sometimes,Never,,,,,,,,,,,,,Never
Male,,3-4 hours a day,Depressed or sad,,Often,Sometimes,,,,,,,,,,,,,Never
Male,,More than 4 hours a day,Depressed or sad,,Sometimes,Never,,,,,,,,,,,,,Often
Other,,1-2 hours a day,Happy and relaxed,,Sometimes,Never,,,,,,,,,,,,,Sometimes
Male,,1-2 hours a day,Neutral,,Never,Sometimes,,,,,,,,,,,,,Sometimes
Other,,More than 4 hours a day,Depressed or sad,,Sometimes,Never,,,,,,,,,,,,,Rarely
Male,,More than 4 hours a day,Anxious or stressed,,Sometimes,Never,,,,,,,,,,,,,Never
Female,,Less than 1 hour a day,Depressed or sad,,Often,Sometimes,,,,,,,,,,,,,Sometimes
Other,,1-2 hours a day,Happy and relaxed,,Sometimes,Sometimes,,,,,,,,,,,,,Always
Other,,Less than 1 hour a day,Depressed or sad,,Never,Never,,,,,,,,,,,,,Rarely
Male,,3-4 hours a day,Depressed or sad,,Sometimes,Never,,,,,,,,,,,,,Always
Male,,Less than 1 hour a day,Neutral,,Often,Never,,,,,,,,,,,,,Rarely
Male,,More than 4 hours a day,Happy and relaxed,,Often,Often,,,,,,,,,,,,,Always
Male,,1-2 hours a day,Neutral,,Often,Sometimes,,,,,,,,,,,,,Sometimes
Female,,1-2 hours a day,Happy and relaxed,,Never,Never,,,,,,,,,,,,,Often
Male,,1-2 hours a day,Happy and relaxed,,Often,Sometimes,,,,,,,,,,,,,Often
Other,,3-4 hours a day,Happy and relaxed,,Never,Sometimes,,,,,,,,,,,,,Often
Female,,More than 4 hours a day,Depressed or sad,,Never,Often,,,,,,,,,,,,,Sometimes
Male,,3-4 hours a day,Anxious or stressed,,Often,Never,,,,,,,,,,,,,Rarely
Male,,3-4 hours a day,Anxious or stressed,,Never,Sometimes,,,,,,,,,,,,,Rarely
Other,,Less than 1 hour a day,Depressed or sad,,Often,Never,,,,,,,,,,,,,Never
Other,,3-4 hours a day,Anxious or stressed,,Never,Often,,,,,,,,,,,,,Rarely
Male,,3-4 hours a day,Anxious or stressed,,Often,Sometimes,,,,,,,,,,,,,Rarely
Other,,3-4 hours a day,Anxious or stressed,,Never,Sometimes,,,,,,,,,,,,,Always
Female,,Less than 1 hour a day,Neutral,,Often,Often,,,,,,,,,,,,,Often
Male,,3-4 hours a day,Neutral,,Never,Often,,,,,,,,,,,,,Always
Other,,3-4 hours a day,Anxious or stressed,,Sometimes,Often,,,,,,,,,,,,,Sometimes
Female,,3-4 hours a day,Depressed or sad,,Never,Often,,,,,,,,,,,,,Always
Female,,More than 4 hours a day,Depressed or sad,,Sometimes,Often,,,,,,,,,,,,,Rarely
Other,,1-2 hours a day,Depressed or sad,,Never,Sometimes,,,,,,,,,,,,,Often
Female,,Less than 1 hour a day,Neutral,,Often,Often,,,,,,,,,,,,,Rarely
Female,,More than 4 hours a day,Anxious or stressed,,Sometimes,Sometimes,,,,,,,,,,,,,Sometimes
Male,,3-4 hours a day,Neutral,,Often,Never,,,,,,,,,,,,,Rarely
Male,,Less than 1 hour a day,Depressed or sad,,Sometimes,Sometimes,,,,,,,,,,,,,Never
Male,,3-4 hours a day,Depressed or sad,,Sometimes,Sometimes,,,,,,,,,,,,,Rarely
Female,,More than 4 hours a day,Anxious or stressed,,Never,Never,,,,,,,,,,,,,Sometimes
Male,,Less than 1 hour a day,Happy and relaxed,,Never,Often,,,,,,,,,,,,,Sometimes
Other,,1-2 hours a day,Anxious or stressed,,Often,Never,,,,,,,,,,,,,Sometimes
Female,,More than 4 hours a day,Depressed or sad,,Often,Often,,,,,,,,,,,,,Always
Female,,3-4 hours a day,Depressed or sad,,Never,Sometimes,,,,,,,,,,,,,Always
Other,,More than 4 hours a day,Neutral,,Often,Often,,,,,,,,,,,,,Often
Female,,Less than 1 hour a day,Depressed or sad,,Sometimes,Sometimes,,,,,,,,,,,,,Rarely
Male,,Less than 1 hour a day,Depressed or sad,,Often,Often,,,,,,,,,,,,,Always
Other,,3-4 hours a day,Neutral,,Never,Sometimes,,,,,,,,,,,,,Always
Female,,1-2 hours a day,Neutral,,Often,Never,,,,,,,,,,,,,Often
Male,,3-4 hours a day,Depressed or sad,,Often,Sometimes,,,,,,,,,,,,,Always
Female,,More than 4 hours a day,Neutral,,Sometimes,Sometimes,,,,,,,,,,,,,Always
Other,,3-4 hours a day,Depressed or sad,,Often,Often,,,,,,,,,,,,,Sometimes
Female,,More than 4 hours a day,Anxious or stressed,,Often,Often,,,,,,,,,,,,,Never
Other,,1-2 hours a day,Neutral,,Never,Often,,,,,,,,,,,,,Rarely
Other,,3-4 hours a day,Happy and relaxed,,Never,Sometimes,,,,,,,,,,,,,Rarely
Other,,3-4 hours a day,Depressed or sad,,Often,Sometimes,,,,,,,,,,,,,Sometimes
Female,,Less than 1 hour a day,Anxious or stressed,,Often,Never,,,,,,,,,,,,,Rarely
Female,,3-4 hours a day,Depressed or sad,,Sometimes,Sometimes,,,,,,,,,,,,,Never
Female,,More than 4 hours a day,Happy and relaxed,,Never,Sometimes,,,,,,,,,,,,,Rarely
Female,,More than 4 hours a day,Depressed or sad,,Never,Never,,,,,,,,,,,,,Often
Other,,3-4 hours a day,Depressed or sad,,Often,Never,,,,,,,,,,,,,Often
Male,,3-4 hours a day,Anxious or stressed,,Sometimes,Sometimes,,,,,,,,,,,,,Rarely
Male,,1-2 hours a day,Anxious or stressed,,Never,Often,,,,,,,,,,,,,Always
Male,,More than 4 hours a day,Neutral,,Sometimes,Never,,,,,,,,,,,,,Sometimes
Female,,More than 4 hours a day,Neutral,,Never,Often,,,,,,,,,,,,,Always
Female,,More than 4 hours a day,Anxious or stressed,,Never,Never,,,,,,,,,,,,,Never
Other,,1-2 hours a day,Depressed or sad,,Sometimes,Sometimes,,,,,,,,,,,,,Sometimes
Female,,More than 4 hours a day,Depressed or sad,,Sometimes,Often,,,,,,,,,,,,,Often
Female,,3-4 hours a day,Depressed or sad,,Often,Often,,,,,,,,,,,,,Sometimes
Other,,Less than 1 hour a day,Neutral,,Sometimes,Never,,,,,,,,,,,,,Often
Other,,More than 4 hours a day,Happy and relaxed,,Often,Sometimes,,,,,,,,,,,,,Sometimes
Female,,Less than 1 hour a day,Depressed or sad,,Never,Sometimes,,,,,,,,,,,,,Often
Male,,Less than 1 hour a day,Happy and relaxed,,Often,Sometimes,,,,,,,,,,,,,Sometimes
Male,,1-2 hours a day,Happy and relaxed,,Never,Sometimes,,,,,,,,,,,,,Rarely
Other,,3-4 hours a day,Depressed or sad,,Sometimes,Often,,,,,,,,,,,,,Sometimes
Female,,Less than 1 hour a day,Happy and relaxed,,Never,Sometimes,,,,,,,,,,,,,Never
Other,,Less than 1 hour a day,Happy and relaxed,,Often,Never,,,,,,,,,,,,,Sometimes
Other,,1-2 hours a day,Neutral,,Sometimes,Sometimes,,,,,,,,,,,,,Sometimes
Other,,1-2 hours a day,Anxious or stressed,,Never,Never,,,,,,,,,,,,,Rarely
Other,,3-4 hours a day,Anxious or stressed,,Sometimes,Never,,,,,,,,,,,,,Rarely
Male,,Less than 1 hour a day,Anxious or stressed,,Often,Never,,,,,,,,,,,,,Sometimes
Other,,Less than 1 hour a day,Happy and relaxed,,Sometimes,Sometimes,,,,,,,,,,,,,Always
Female,,More than 4 hours a day,Neutral,,Never,Never,,,,,,,,,,,,,Sometimes
Female,,3-4 hours a day,Happy and relaxed,,Sometimes,Often,,,,,,,,,,,,,Never
Other,,3-4 hours a day,Neutral,,Often,Sometimes,,,,,,,,,,,,,Often
Female,,More than 4 hours a day,Anxious or stressed,,Never,Sometimes,,,,,,,,,,,,,Always
Male,,More than 4 hours a day,Neutral,,Never,Never,,,,,,,,,,,,,Never
Female,,3-4 hours a day,Neutral,,Never,Often,,,,,,,,,,,,,Always
Male,,More than 4 hours a day,Anxious or stressed,,Sometimes,Never,,,,,,,,,,,,,Often
Other,,1-2 hours a day,Happy and relaxed,,Often,Never,,,,,,,,,,,,,Rarely
Male,,3-4 hours a day,Depressed or sad,,Never,Often,,,,,,,,,,,,,Never
Male,,1-2 hours a day,Depressed or sad,,Never,Never,,,,,,,,,,,,,Rarely
Male,,More than 4 hours a day,Neutral,,Sometimes,Sometimes,,,,,,,,,,,,,Often
Female,,3-4 hours a day,Anxious or stressed,,Often,Often,,,,,,,,,,,,,Often
Male,,1-2 hours a day,Depressed or sad,,Often,Often,,,,,,,,,,,,,Sometimes
Female,,1-2 hours a day,Happy and relaxed,,Sometimes,Often,,,,,,,,,,,,,Sometimes
Other,,More than 4 hours a day,Depressed or sad,,Never,Sometimes,,,,,,,,,,,,,Sometimes
Other,,Less than 1 hour a day,Neutral,,Never,Sometimes,,,,,,,,,,,,,Always
Female,,Less than 1 hour a day,Depressed or sad,,Often,Never,,,,,,,,,,,,,Never
Other,,Less than 1 hour a day,Depressed or sad,,Often,Often,,,,,,,,,,,,,Sometimes
Male,,1-2 hours a day,Anxious or stressed,,Often,Sometimes,,,,,,,,,,,,,Rarely
Other,,1-2 hours a day,Depressed or sad,,Sometimes,Sometimes,,,,,,,,,,,,,Rarely
Male,,1-2 hours a day,Anxious or stressed,,Sometimes,Sometimes,,,,,,,,,,,,,Never
Other,,3-4 hours a day,Depressed or sad,,Never,Never,,,,,,,,,,,,,Sometimes
Other,,Less than 1 hour a day,Happy and relaxed,,Often,Often,,,,,,,,,,,,,Always
Other,,More than 4 hours a day,Neutral,,Sometimes,Never,,,,,,,,,,,,,Sometimes
Other,,More than 4 hours a day,Anxious or stressed,,Never,Often,,,,,,,,,,,,,Always
Other,,1-2 hours a day,Neutral,,Often,Sometimes,,,,,,,,,,,,,Sometimes
Male,,More than 4 hours a day,Anxious or stressed,,Sometimes,Never,,,,,,,,,,,,,Often
Female,,3-4 hours a day,Happy and relaxed,,Sometimes,Sometimes,,,,,,,,,,,,,Never
Female,,More than 4 hours a day,Anxious or stressed,,Sometimes,Often,,,,,,,,,,,,,Always
Other,,More than 4 hours a day,Happy and relaxed,,Never,Often,,,,,,,,,,,,,Always
Other,,Less than 1 hour a day,Neutral,,Sometimes,Sometimes,,,,,,,,,,,,,Often
Male,,Less than 1 hour a day,Depressed or sad,,Often,Often,,,,,,,,,,,,,Never
Male,,Less than 1 hour a day,Depressed or sad,,Never,Never,,,,,,,,,,,,,Always
Female,,1-2 hours a day,Happy and relaxed,,Often,Never,,,,,,,,,,,,,Often
Female,,More than 4 hours a day,Depressed or sad,,Never,Never,,,,,,,,,,,,,Always
Female,,1-2 hours a day,Happy and relaxed,,Never,Often,,,,,,,,,,,,,Never
Female,,3-4 hours a day,Depressed or sad,,Sometimes,Sometimes,,,,,,,,,,,,,Often
Other,,Less than 1 hour a day,Neutral,,Often,Never,,,,,,,,,,,,,Often
Female,,More than 4 hours a day,Anxious or stressed,,Sometimes,Often,,,,,,,,,,,,,Rarely
Female,,1-2 hours a day,Neutral,,Sometimes,Often,,,,,,,,,,,,,Often
Other,,Less than 1 hour a day,Neutral,,Sometimes,Sometimes,,,,,,,,,,,,,Always
Female,,More than 4 hours a day,Happy and relaxed,,Never,Never,,,,,,,,,,,,,Sometimes
Female,,3-4 hours a day,Depressed or sad,,Sometimes,Sometimes,,,,,,,,,,,,,Sometimes
Other,,Less than 1 hour a day,Neutral,,Never,Sometimes,,,,,,,,,,,,,Always
Other,,3-4 hours a day,Depressed or sad,,Sometimes,Never,,,,,,,,,,,,,Often
Male,,Less than 1 hour a day,Anxious or stressed,,Often,Often,,,,,,,,,,,,,Often
Male,,3-4 hours a day,Depressed or sad,,Often,Never,,,,,,,,,,,,,Often
Other,,More than 4 hours a day,Happy and relaxed,,Never,Never,,,,,,,,,,,,,Sometimes
Male,,1-2 hours a day,Happy and relaxed,,Often,Often,,,,,,,,,,,,,Never
Female,,More than 4 hours a day,Happy and relaxed,,Sometimes,Often,,,,,,,,,,,,,Often
Female,,Less than 1 hour a day,Neutral,,Never,Never,,,,,,,,,,,,,Often
Female,,1-2 hours a day,Happy and relaxed,,Sometimes,Never,,,,,,,,,,,,,Never
Other,,Less than 1 hour a day,Happy and relaxed,,Never,Never,,,,,,,,,,,,,Often
Other,,More than 4 hours a day,Anxious or stressed,,Sometimes,Sometimes,,,,,,,,,,,,,Sometimes
Male,,Less than 1 hour a day,Happy and relaxed,,Never,Never,,,,,,,,,,,,,Sometimes
Other,,More than 4 hours a day,Happy and relaxed,,Often,Never,,,,,,,,,,,,,Rarely
Female,,3-4 hours a day,Neutral,,Sometimes,Sometimes,,,,,,,,,,,,,Sometimes
Other,,3-4 hours a day,Depressed or sad,,Never,Never,,,,,,,,,,,,,Never
Female,,3-4 hours a day,Happy and relaxed,,Sometimes,Never,,,,,,,,,,,,,Sometimes
Other,,Less than 1 hour a day,Neutral,,Often,Often,,,,,,,,,,,,,Often
Other,,1-2 hours a day,Neutral,,Often,Never,,,,,,,,,,,,,Often
Other,,3-4 hours a day,Neutral,,Often,Never,,,,,,,,,,,,,Never
Male,,3-4 hours a day,Happy and relaxed,,Never,Sometimes,,,,,,,,,,,,,Always
Female,,Less than 1 hour a day,Neutral,,Never,Often,,,,,,,,,,,,,Often
Male,,3-4 hours a day,Neutral,,Sometimes,Often,,,,,,,,,,,,,Rarely
Other,,Less than 1 hour a day,Anxious or stressed,,Never,Never,,,,,,,,,,,,,Sometimes
Female,,Less than 1 hour a day,Depressed or sad,,Often,Often,,,,,,,,,,,,,Always
Male,,1-2 hours a day,Happy and relaxed,,Often,Never,,,,,,,,,,,,,Always
Other,,3-4 hours a day,Happy and relaxed,,Often,Never,,,,,,,,,,,,,Always
Female,,More than 4 hours a day,Depressed or sad,,Never,Often,,,,,,,,,,,,,Often
Other,,More than 4 hours a day,Depressed or sad,,Never,Sometimes,,,,,,,,,,,,,Always
Female,,Less than 1 hour a day,Happy and relaxed,,Sometimes,Often,,,,,,,,,,,,,Often
Male,,3-4 hours a day,Neutral,,Never,Never,,,,,,,,,,,,,Often
Female,,More than 4 hours a day,Depressed or sad,,Often,Often,,,,,,,,,,,,,Often
Male,,Less than 1 hour a day,Anxious or stressed,,Sometimes,Sometimes,,,,,,,,,,,,,Never
Other,,1-2 hours a day,Neutral,,Often,Often,,,,,,,,,,,,,Sometimes
Female,,3-4 hours a day,Depressed or sad,,Never,Never,,,,,,,,,,,,,Never
Male,,3-4 hours a day,Happy and relaxed,,Never,Sometimes,,,,,,,,,,,,,Never
Male,,Less than 1 hour a day,Happy and relaxed,,Sometimes,Never,,,,,,,,,,,,,Always
Female,,3-4 hours a day,Neutral,,Never,Never,,,,,,,,,,,,,Often
Female,,1-2 hours a day,Happy and relaxed,,Never,Often,,,,,,,,,,,,,Sometimes
Other,,Less than 1 hour a day,Happy and relaxed,,Never,Never,,,,,,,,,,,,,Sometimes
Female,,Less than 1 hour a day,Neutral,,Sometimes,Often,,,,,,,,,,,,,Rarely
Female,,1-2 hours a day,Happy and relaxed,,Often,Often,,,,,,,,,,,,,Often
Male,,Less than 1 hour a day,Anxious or stressed,,Never,Never,,,,,,,,,,,,,Never
Male,,3-4 hours a day,Happy and relaxed,,Sometimes,Sometimes,,,,,,,,,,,,,Always
Female,,Less than 1 hour a day,Anxious or stressed,,Often,Sometimes,,,,,,,,,,,,,Always
Female,,1-2 hours a day,Happy and relaxed,,Never,Sometimes,,,,,,,,,,,,,Rarely
Female,,More than 4 hours a day,Anxious or stressed,,Never,Never,,,,,,,,,,,,,Always
Female,,3-4 hours a day,Neutral,,Often,Often,,,,,,,,,,,,,Rarely
Female,,3-4 hours a day,Happy and relaxed,,Never,Sometimes,,,,,,,,,,,,,Never
Female,,Less than 1 hour a day,Neutral,,Sometimes,Sometimes,,,,,,,,,,,,,Often
Male,,3-4 hours a day,Depressed or sad,,Sometimes,Sometimes,,,,,,,,,,,,,Rarely
Other,,More than 4 hours a day,Anxious or stressed,,Sometimes,Often,,,,,,,,,,,,,Often
Female,,3-4 hours a day,Depressed or sad,,Never,Sometimes,,,,,,,,,,,,,Rarely
Other,,Less than 1 hour a day,Depressed or sad,,Often,Sometimes,,,,,,,,,,,,,Never
Female,,1-2 hours a day,Happy and relaxed,,Sometimes,Never,,,,,,,,,,,,,Often
Male,,1-2 hours a day,Depressed or sad,,Never,Often,,,,,,,,,,,,,Never
Male,,Less than 1 hour a day,Neutral,,Often,Often,,,,,,,,,,,,,Never
Other,,Less than 1 hour a day,Depressed or sad,,Sometimes,Often,,,,,,,,,,,,,Sometimes
Male,,3-4 hours a day,Happy and relaxed,,Often,Often,,,,,,,,,,,,,Sometimes
Female,,More than 4 hours a day,Depressed or sad,,Often,Sometimes,,,,,,,,,,,,,Sometimes
Other,,3-4 hours a day,Depressed or sad,,Sometimes,Often,,,,,,,,,,,,,Often
Female,,More than 4 hours a day,Depressed or sad,,Often,Often,,,,,,,,,,,,,Rarely
Female,,Less than 1 hour a day,Depressed or sad,,Sometimes,Never,,,,,,,,,,,,,Often
Other,,More than 4 hours a day,Anxious or stressed,,Sometimes,Never,,,,,,,,,,,,,Rarely
Female,,1-2 hours a day,Anxious or stressed,,Sometimes,Sometimes,,,,,,,,,,,,,Never
Male,,Less than 1 hour a day,Happy and relaxed,,Never,Never,,,,,,,,,,,,,Never
Male,,1-2 hours a day,Anxious or stressed,,Often,Never,,,,,,,,,,,,,Never
Male,,More than 4 hours a day,Neutral,,Often,Sometimes,,,,,,,,,,,,,Sometimes
Male,,More than 4 hours a day,Happy and relaxed,,Often,Never,,,,,,,,,,,,,Always
Other,,More than 4 hours a day,Happy and relaxed,,Often,Sometimes,,,,,,,,,,,,,Often
Female,,1-2 hours a day,Happy and relaxed,,Never,Sometimes,,,,,,,,,,,,,Sometimes
Male,,Less than 1 hour a day,Neutral,,Never,Sometimes,,,,,,,,,,,,,Rarely
Male,,1-2 hours a day,Happy and relaxed,,Never,Never,,,,,,,,,,,,,Sometimes
Male,,More than 4 hours a day,Neutral,,Often,Never,,,,,,,,,,,,,Rarely
Male,,1-2 hours a day,Neutral,,Never,Never,,,,,,,,,,,,,Often
Other,,1-2 hours a day,Depressed or sad,,Sometimes,Sometimes,,,,,,,,,,,,,Never
Male,,Less than 1 hour a day,Depressed or sad,,Never,Never,,,,,,,,,,,,,Always
Male,,1-2 hours a day,Anxious or stressed,,Often,Often,,,,,,,,,,,,,Rarely
Male,,Less than 1 hour a day,Happy and relaxed,,Often,Never,,,,,,,,,,,,,Always
Female,,1-2 hours a day,Depressed or sad,,Sometimes,Sometimes,,,,,,,,,,,,,Sometimes
Female,,More than 4 hours a day,Neutral,,Often,Never,,,,,,,,,,,,,Often
Female,,More than 4 hours a day,Happy and relaxed,,Never,Often,,,,,,,,,,,,,Never
Male,,Less than 1 hour a day,Depressed or sad,,Sometimes,Never,,,,,,,,,,,,,Never
Female,,More than 4 hours a day,Neutral,,Sometimes,Sometimes,,,,,,,,,,,,,Never
Female,,1-2 hours a day,Depressed or sad,,Often,Sometimes,,,,,,,,,,,,,Often
Male,,1-2 hours a day,Anxious or stressed,,Often,Sometimes,,,,,,,,,,,,,Never
Male,,3-4 hours a day,Anxious or stressed,,Often,Never,,,,,,,,,,,,,Often
Female,,3-4 hours a day,Depressed or sad,,Sometimes,Often,,,,,,,,,,,,,Sometimes
Male,,Less than 1 hour a day,Neutral,,Never,Never,,,,,,,,,,,,,Never
Female,,3-4 hours a day,Neutral,,Often,Often,,,,,,,,,,,,,Sometimes
Male,,More than 4 hours a day,Depressed or sad,,Sometimes,Often,,,,,,,,,,,,,Rarely
Female,,More than 4 hours a day,Depressed or sad,,Sometimes,Sometimes,,,,,,,,,,,,,Sometimes
Female,,3-4 hours a day,Depressed or sad,,Never,Never,,,,,,,,,,,,,Never
Male,,1-2 hours a day,Anxious or stressed,,Never,Never,,,,,,,,,,,,,Rarely
Female,,Less than 1 hour a day,Depressed or sad,,Often,Often,,,,,,,,,,,,,Sometimes
Female,,1-2 hours a day,Happy and relaxed,,Sometimes,Never,,,,,,,,,,,,,Always
Female,,3-4 hours a day,Happy and relaxed,,Never,Often,,,,,,,,,,,,,Sometimes
Male,,3-4 hours a day,Depressed or sad,,Never,Sometimes,,,,,,,,,,,,,Often
Male,,1-2 hours a day,Happy and relaxed,,Never,Often,,,,,,,,,,,,,Rarely
Male,,1-2 hours a day,Anxious or stressed,,Often,Often,,,,,,,,,,,,,Often
Female,,1-2 hours a day,Depressed or sad,,Never,Sometimes,,,,,,,,,,,,,Rarely
Female,,3-4 hours a day,Anxious or stressed,,Never,Sometimes,,,,,,,,,,,,,Always
Other,,3-4 hours a day,Happy and relaxed,,Sometimes,Often,,,,,,,,,,,,,Never
Other,,Less than 1 hour a day,Happy and relaxed,,Often,Sometimes,,,,,,,,,,,,,Always
Female,,Less than 1 hour a day,Neutral,,Often,Sometimes,,,,,,,,,,,,,Often
Other,,3-4 hours a day,Happy and relaxed,,Never,Often,,,,,,,,,,,,,Always
Female,,More than 4 hours a day,Neutral,,Sometimes,Often,,,,,,,,,,,,,Never
Other,,Less than 1 hour a day,Neutral,,Never,Never,,,,,,,,,,,,,Never
Female,,1-2 hours a day,Happy and relaxed,,Often,Never,,,,,,,,,,,,,Always
Other,,More than 4 hours a day,Depressed or sad,,Never,Never,,,,,,,,,,,,,Always
Other,,1-2 hours a day,Depressed or sad,,Often,Sometimes,,,,,,,,,,,,,Never
Female,,1-2 hours a day,Happy and relaxed,,Never,Sometimes,,,,,,,,,,,,,Often
Other,,3-4 hours a day,Happy and relaxed,,Never,Never,,,,,,,,,,,,,Often
Male,,1-2 hours a day,Depressed or sad,,Sometimes,Sometimes,,,,,,,,,,,,,Sometimes
Female,,More than 4 hours a day,Happy and relaxed,,Never,Sometimes,,,,,,,,,,,,,Often
Male,,1-2 hours a day,Depressed or sad,,Sometimes,Sometimes,,,,,,,,,,,,,Sometimes
Female,,1-2 hours a day,Neutral,,Never,Sometimes,,,,,,,,,,,,,Never
Male,,More than 4 hours a day,Happy and relaxed,,Often,Often,,,,,,,,,,,,,Often
Female,,Less than 1 hour a day,Happy and relaxed,,Never,Sometimes,,,,,,,,,,,,,Always
